ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
4IS6,small_airport,Hattan Farms Airport,40.93059921,-89.12059784,US,Illinois,IL,Minonk,4IS6
83IL,small_airport,Oltman-Shuck Airport,40.89279938,-89.10399628,US,Illinois,IL,Minonk,83IL
84IL,small_airport,Rossi's Farm Airport,41.50699997,-88.27780151,US,Illinois,IL,Minooka,84IL
87IL,small_airport,Bushby RLA Restricted Landing Area,41.51670074,-88.26670074,US,Illinois,IL,Minooka,87IL
US-0090,small_airport,Davison Restricted Landing Area,40.91479874,-89.12870026,US,Illinois,IL,Minork,
US-4637,small_airport,Maheu Airport,44.14018,-70.34786,US,Maine,ME,Minot,
89ND,small_airport,Poleschook Airport,47.91139984,-101.2490005,US,North Dakota,ND,Minot,89ND
ND43,small_airport,Flying S Ranch Airport,48.20000076,-101.4039993,US,North Dakota,ND,Minot,ND43
US-0496,small_airport,Sundre Airport,48.1911667,-101.202508,US,North Dakota,ND,Minot,ND36
41ND,small_airport,Hill Airport,48.140511,-101.147367,US,North Dakota,ND,Minot,41ND
51Z,small_airport,Minto Al Wright Airport,65.1437,-149.369995,US,Alaska,AK,Minto,51Z
D06,small_airport,Minto Municipal Airport,48.28329849,-97.39199829,US,North Dakota,ND,Minto,D06
9II2,small_airport,Nelund Field,41.6875,-86.15499878,US,Indiana,IN,Mishawaka,9II2
IA93,small_airport,Olsen Airport,41.6128006,-95.89559937,US,Iowa,IA,Missouri Valley,IA93
04OR,small_airport,Collins Landing Strip,44.74990082,-120.2009964,US,Oregon,OR,Mitchell,04OR
64OG,small_airport,Antone Ranch Airport,44.493436,-119.843686,US,Oregon,OR,Mitchell,64OG
UT53,small_airport,Sky Ranch Airport,38.493843,-109.446567,US,Utah,UT,Moab,UT53
US-3135,small_airport,Planesfield Airport,38.48846,-109.43956,US,Utah,UT,Moab,
US-5280,small_airport,Big Flat Airport,38.54759,-109.76407,US,Utah,UT,Moab,
US-5360,small_airport,Rockland Ranch Airstrip,38.22033,-109.46467,US,Utah,UT,Moab,
US-5365,small_airport,Spring Canyon Airstrip,38.6397,-109.9692,US,Utah,UT,Moab,
US-3826,small_airport,Dry Lake Landing Strip,36.46123,-114.88001,US,Nevada,NV,Moapa,
5MO1,small_airport,Irons Airport,39.375979,-92.363949,US,Missouri,MO,Moberly,5MO1
26AL,small_airport,Richardson Field,30.62420082,-88.2786026,US,Alabama,AL,Mobile,26AL
62AL,small_airport,Skywest Airpark,30.6835,-88.372002,US,Alabama,AL,Mobile,62AL
1AZ0,small_airport,Bishop Airfield,33.1119,-112.268997,US,Arizona,AZ,Mobile,1AZ0
5AZ6,small_airport,Motown Airport,32.925,-112.259444,US,Arizona,AZ,Mobile,5AZ6
US-3759,small_airport,Turnbow Airstrip,33.01451,-112.40322,US,Arizona,AZ,Mobile,
31A,small_airport,Sugar Valley Airport,35.984352,-80.511595,US,North Carolina,NC,Mocksville,5NC2
43NC,small_airport,Bahnson Airport,36.02080154,-80.5164032,US,North Carolina,NC,Mocksville,43NC
4NC0,small_airport,Boyd's Hawks Creek Airport,35.89849854,-80.61620331,US,North Carolina,NC,Mocksville,4NC0
5NC1,small_airport,Tara Airbase Airport,35.79320145,-80.51229858,US,North Carolina,NC,Mocksville,5NC1
0CD5,small_airport,Piñon Canyon Airport,37.490501,-104.143997,US,Colorado,CO,Model,0CD5
2NK9,small_airport,Old Orchard Airpark,41.65719986,-74.07720184,US,New York,NY,Modena,2NK9
US-5346,small_airport,O'Grain Ranch Airstrip,38.177,-113.9663,US,Utah,UT,Modena,
5CL3,small_airport,Mapes Ranch Airport,37.66799927,-121.1989975,US,California,CA,Modesto,5CL3
CN44,small_airport,Flying Bull Airport,37.620231,-121.165331,US,California,CA,Modesto,CN44
37LL,small_airport,Dale Curten Farm Airport,38.04779816,-89.99710083,US,Illinois,IL,Modoc,37LL
6TS4,small_airport,Stampede Valley Airport,31.18630028,-97.39060211,US,Texas,TX,Moffat,6TS4
KHBC,small_airport,Mohall Municipal Airport,48.76839828,-101.5370026,US,North Dakota,ND,Mohall,HBC
US-1482,small_airport,Willow Valley Airport,34.913306,-114.580078,US,Arizona,AZ,Mohave Valley,45AZ
US-3125,small_airport,Fort Mojave Airstrip,34.87,-114.5888,US,Arizona,AZ,Mohave Valley,
NY23,small_airport,MAC Airport,42.987597,-74.966499,US,New York,NY,Mohawk,NY23
NY26,small_airport,Sky-Ranch Airport,42.983398,-74.899597,US,New York,NY,Mohawk,NY26
1CL2,small_airport,Pontious Airport,34.94250107,-118.1699982,US,California,CA,Mojave,1CL2
2K6,small_airport,Elk County Airport,37.38059998,-96.27079773,US,Kansas,KS,Moline,2K6
90IL,small_airport,Johnson Airport,41.19810104,-87.55889893,US,Illinois,IL,Momence,90IL
0WI2,small_airport,Doering Farms Airfield,43.20140076,-88.33339691,US,Wisconsin,WI,Monches,0WI2
US-1092,small_airport,The Farm Airport,44.4825,-91.6225,US,Wisconsin,WI,Mondovi,94WI
03IL,small_airport,Wix Airport,41.40230179,-87.8167038,US,Illinois,IL,Monee,03IL
2IL9,small_airport,Meadow Creek Airport,41.43280029,-87.78170013,US,Illinois,IL,Monee,2IL9
2VA0,small_airport,Red Birds Airyard Airport,37.11307,-79.609417,US,Virginia,VA,Moneta,2VA0
VA68,small_airport,Lakeview Aerodrome,37.116908,-79.603844,US,Virginia,VA,Moneta,VA68
56MO,small_airport,Mc Clurg Airport,36.97090149,-93.92410278,US,Missouri,MO,Monett,56MO
36IS,small_airport,Gillen Airport,40.92639923,-90.73120117,US,Illinois,IL,Monmouth,36IS
0OR7,small_airport,Marr Field,44.85400009,-123.2639999,US,Oregon,OR,Monmouth,0OR7
OG52,small_airport,Jpm Airport,44.83919907,-123.2590027,US,Oregon,OR,Monmouth,OG52
US-1796,small_airport,North Mono Landout,38.1002,-119.05277,US,California,CA,Mono City,
72IN,small_airport,Gutwein Airport,40.91199875,-86.87390137,US,Indiana,IN,Monon,72IN
7C3,small_airport,Monona Municipal Airport,43.032903,-91.346586,US,Iowa,IA,Monona,7C3
1GA9,small_airport,Aerie Airport,33.761608,-83.652704,US,Georgia,GA,Monroe,1GA9
67GA,small_airport,Apalachee Bluff Airpark,33.85929871,-83.58769989,US,Georgia,GA,Monroe,67GA
6GA2,heliport,Becker Heliport,33.766389,-83.763056,US,Georgia,GA,Monroe,6GA2
GA00,small_airport,Kintail Farm Airport,33.82559967,-83.63970184,US,Georgia,GA,Monroe,GA00
0LS9,small_airport,Huenefeld Airport,32.513603,-91.98657,US,Louisiana,LA,Monroe,0LS9
40LA,small_airport,Woodsland Plantation Airport,32.34600067,-91.96959686,US,Louisiana,LA,Monroe,40LA
LA33,small_airport,Cuba Farm Airport,32.575997,-92.108324,US,Louisiana,LA,Monroe,LA33
LA34,small_airport,Reno Flight Park Airport,32.40520096,-92.06639862,US,Louisiana,LA,Monroe,LA34
US-0498,small_airport,Oligrow Airport,32.2962333,-91.540041,US,Louisiana,LA,Monroe,LS15
24NC,small_airport,Mc Gee Field,35.12720108,-80.47499847,US,North Carolina,NC,Monroe,24NC
9NC3,small_airport,Edwards Airport,35.07080078,-80.56639862,US,North Carolina,NC,Monroe,9NC3
WN20,small_airport,Van De Plasch Airport,47.87229919,-121.9229965,US,Washington,WA,Monroe,WN20
63WI,small_airport,Flying H Airport,42.66579819,-89.73760223,US,Wisconsin,WI,Monroe,63WI
WS96,small_airport,Hughes Airport,42.62080002,-89.76730347,US,Wisconsin,WI,Monroe,WS96
6IN6,small_airport,Mershon Airport,39.5489006,-86.47669983,US,Indiana,IN,Monrovia,6IN6
4TX0,small_airport,Slack Airport,29.86359978,-94.83439636,US,Texas,TX,Mont Belvieu,4TX0
US-6222,small_airport,Leese Airport,41.87532,-122.41478,US,California,CA,Montague,
0AK3,small_airport,Parker Lake Airport,62.03590012,-150.4940033,US,Alaska,AK,Montana Creek,0AK3
02CO,small_airport,Mc Cullough Airport,37.6432991,-106.0469971,US,Colorado,CO,Monte Vista,02CO
0CO9,small_airport,Van Treese Airport,37.65829849,-106.0339966,US,Colorado,CO,Monte Vista,0CO9
NV14,small_airport,Juniper Airport,41.355499,-114.230003,US,Nevada,NV,Montello,NV14
NV67,small_airport,Pilot Creek Ranches Airport,41.11579895,-114.1139984,US,Nevada,NV,Montello,NV67
US-4083,small_airport,Gamble Ranch Airport,41.36219,-114.19465,US,Nevada,NV,Montello,
US-4084,small_airport,Winecup Gamble Ranch Airport,41.37807,-114.17883,US,Nevada,NV,Montello,
US-4095,small_airport,Montello Airport,41.27497,-114.21128,US,Nevada,NV,Montello,
0WI4,small_airport,Snow Crest Ranch Airport,43.82939911,-89.3526001,US,Wisconsin,WI,Montello,0WI4
6WI9,small_airport,Rex Ranch Airport,43.79660034,-89.26789856,US,Wisconsin,WI,Montello,6WI9
WI19,small_airport,Cacic Airport,43.79999924,-89.4335022,US,Wisconsin,WI,Montello,WI19
WS68,small_airport,Krist Island Airport,43.78160095,-89.30789948,US,Wisconsin,WI,Montello,WS68
US-1198,small_airport,Blackmon Field,41.175167,-86.547444,US,Indiana,IN,Monterey,IN69
NK89,small_airport,Ultralight Flight Farm Ultralightport,42.29169846,-77.05799866,US,New York,NY,Monterey,NK89
7VA9,small_airport,Hannah Field,38.398333,-79.600278,US,Virginia,VA,Monterey,7VA9
5AL3,small_airport,Flying X Ranch Airport,33.1529007,-86.85140228,US,Alabama,AL,Montevallo,5AL3
7C5,small_airport,Sig Field,41.5483017,-92.5345993,US,Iowa,IA,Montezuma,7C5
9IN6,small_airport,Garrard Airport,39.84080124,-87.33940125,US,Indiana,IN,Montezuma,9IN6
67KS,small_airport,Montezuma Coop Airport,37.58750153,-100.4349976,US,Kansas,KS,Montezuma,67KS
98KS,small_airport,Rexford Airport,37.44589996,-100.4919968,US,Kansas,KS,Montezuma,98KS
K17,small_airport,Montezuma Municipal Airport,37.58969879,-100.4690018,US,Kansas,KS,Montezuma,K17
US-5332,small_airport,Little Water Spring Airstrip,37.25,-109.3987,US,Utah,UT,Montezuma Creek,
US-5340,small_airport,Montezuma Creek Airstrip,37.26518,-109.31208,US,Utah,UT,Montezuma Creek,
US-5355,small_airport,Pussy Willow Spring Airstrip,37.2782,-109.2792,US,Utah,UT,Montezuma Creek,
AL12,small_airport,Kershaw Airport,32.35850143,-86.125,US,Alabama,AL,Montgomery,AL12
US-3243,small_airport,Robinson Landing Strip (II),31.687491,-92.905003,US,Louisiana,LA,Montgomery,
MN49,small_airport,Tuma Private Airport,44.4239006,-93.48439789,US,Minnesota,MN,Montgomery,MN49
TE85,small_airport,Marmack Airport,30.34219933,-95.66130066,US,Texas,TX,Montgomery,TE85
17MO,small_airport,Rgl Field,38.98500061,-91.53489685,US,Missouri,MO,Montgomery City,17MO
MO43,small_airport,Wilkins Airport,38.96849823,-91.4434967,US,Missouri,MO,Montgomery City,MO43
MO45,small_airport,Sky-Vu Airport,38.89220047,-91.56600189,US,Missouri,MO,Montgomery City,MO45
74FL,small_airport,Jefferson Landings Airport,30.58460045,-83.707901,US,Florida,FL,Monticello,74FL
GA06,small_airport,Monticello Sky Ranch Airport,33.33250046,-83.72689819,US,Georgia,GA,Monticello,GA06
US-0052,small_airport,Joyner Airport,45.3166008,-93.47189331,US,Minnesota,MN,Monticello,
MS50,small_airport,Clay Airport,31.57929993,-90.11119843,US,Mississippi,MS,Monticello,MS50
MXC,small_airport,Monticello Airport,37.93243,-109.341225,US,Utah,UT,Monticello,U64
US-5304,small_airport,Dark Canyon North Airstrip,37.8959,-110.089,US,Utah,UT,Monticello,
US-5361,small_airport,Rustler Canyon Airstrip,38.27581,-109.72945,US,Utah,UT,Monticello,
IN00,small_airport,Sutton Airport,40.54529953,-87.05220032,US,Indiana,IN,Montmorenci,IN00
NK24,small_airport,Tilden Airport,42.34730148,-76.87879944,US,New York,NY,Montour Falls,NK24
6PA3,small_airport,Hackenburg-Penny Hill Airport,41.15010071,-76.89969635,US,Pennsylvania,PA,Montoursville,6PA3
74IN,small_airport,Tucker Farms Airport,40.56840134,-85.3443985,US,Indiana,IN,Montpelier,74IN
8NA5,small_airport,Liechty Farm Airport,46.6629982,-98.63040161,US,North Dakota,ND,Montpelier,8NA5
US-6170,small_airport,Boydell Airport,33.36424,-91.48549,US,Arkansas,AR,Montrose,
39CO,small_airport,Flying M Ranch Airport,38.50354,-107.72149,US,Colorado,CO,Montrose,39CO
US-0072,small_airport,Ranger Ranch Airport,38.416401,-107.904367,US,Colorado,CO,Montrose,7CO2
4GE3,small_airport,Whitehall Airport,32.4994,-83.182917,US,Georgia,GA,Montrose,4GE3
MO75,small_airport,Brownsberger Airport,38.302662,-94.051339,US,Missouri,MO,Montrose,MO75
US-0499,small_airport,Carrar Farm Airport,41.933778,-75.873902,US,Pennsylvania,PA,Montrose,7PA6
1VG2,small_airport,Whithall Farm Airport,38.12466,-76.68858,US,Virginia,VA,Montross,1VG2
73OI,small_airport,Rick's Airport,41.57450104,-81.07569885,US,Ohio,OH,Montville,73OI
52CO,small_airport,Mountain View Ranch Airport,39.10969925,-104.6539993,US,Colorado,CO,Monument,52CO
12S,small_airport,Monument Municipal Airport,44.83179855,-119.4300003,US,Oregon,OR,Monument,12S
1AL8,small_airport,Moore Field,33.61109924,-86.47440338,US,Alabama,AL,Moody,1AL8
XA47,small_airport,Tick Hill Airfield,31.30970001,-97.48480225,US,Texas,TX,Moody,XA47
01WY,small_airport,Keyhole Airport,44.34719849,-104.810997,US,Wyoming,WY,Moorcroft,01WY
ID36,small_airport,King Mountain Glider Park,43.762908,-113.344722,US,Idaho,ID,Moore,ID36
99AK,small_airport,Moore Creek Airport,62.59899902,-157.1519928,US,Alaska,AK,Moore Creek,99AK
FD96,small_airport,Hilliard's Private Airport,26.83259964,-81.08010101,US,Florida,FL,Moore Haven,FD96
FL40,small_airport,Graham Landing Strip - Moore Haven Airport,26.84090042,-81.15170288,US,Florida,FL,Moore Haven,FL40
7FA2,small_airport,Lykes Moore Haven Airport,26.878429,-81.140042,US,Florida,FL,Moore Haven,7FA2
35OL,small_airport,Henderson Farm Airport,36.6330986,-99.15119934,US,Oklahoma,OK,Mooreland,35OL
IG07,small_airport,Josephs Field,39.05690002,-85.03559875,US,Indiana,IN,Moores Hill,IG07
6Y0,small_airport,Moorestown Airpark,44.463833,-84.994204,US,Michigan,MI,Moorestown,6Y0
20II,small_airport,Kay Air Airport,39.58720016,-86.27559662,US,Indiana,IN,Mooresville,20II
1NC2,small_airport,Atwell Airport,35.65470123,-80.78939819,US,North Carolina,NC,Mooresville,1NC2
MN77,small_airport,Jerger's Field,46.92359924,-96.71559906,US,Minnesota,MN,Moorhead,MN77
MS33,small_airport,Hobbs Airport,33.41680145,-90.49449921,US,Mississippi,MS,Moorhead,MS33
IA94,small_airport,Nesler Field,42.43330002,-94.28359985,US,Iowa,IA,Moorland,IA94
55MN,small_airport,Conley Field,45.83520126,-93.33550262,US,Minnesota,MN,Mora,55MN
74KS,small_airport,Ensminger Airport,37.9333992,-95.21720123,US,Kansas,KS,Moran,74KS
US-4774,small_airport,Area 142 Airport,32.62864,-99.14053,US,Texas,TX,Moran,1TA1
US-6772,small_airport,Mission Mountain Airport,32.492482,-99.146186,US,Texas,TX,Moran,57XS
5LA1,small_airport,Kent's Flying Service Airport,31.028004,-91.980589,US,Louisiana,LA,Moreauville,5LA1
91GA,small_airport,Flying Frog Field Airport,33.273602,-84.793297,US,Georgia,GA,Moreland,91GA
US-4952,small_airport,Boyd Airport,32.060873,-97.588677,US,Texas,TX,Morgan,TX36
US-6357,small_airport,Devil's Finger Airport,32.02199,-97.677383,US,Texas,TX,Morgan,TX28
US-5322,small_airport,Guilder Peak Airport,41.2343,-111.55284,US,Utah,UT,Morgan,
7U4,small_airport,Morgan Airport,49,-107.8259964,US,Montana,MT,Morgan/Loring/,7U4
3NC0,small_airport,Clyde Valley Airport,35.69039917,-81.71230316,US,North Carolina,NC,Morganton,3NC0
NC52,small_airport,Silver Creek Airport,35.72850037,-81.72899628,US,North Carolina,NC,Morganton,NC52
9IN7,small_airport,Zupancic Field,39.35469818,-86.30690002,US,Indiana,IN,Morgantown,9IN7
IN99,small_airport,Donica Field,39.40670013,-86.30549622,US,Indiana,IN,Morgantown,IN99
US-6271,small_airport,Tailwinds Airport,30.70933,-91.57215,US,Louisiana,LA,Morganza,
NM02,small_airport,Biplane Ranch Airport,34.929303,-106.174279,US,New Mexico,NM,Moriarty,NM02
8MI4,small_airport,Howe Airport,43.4958992,-85.57369995,US,Michigan,MI,Morley,8MI4
52NE,small_airport,Svitak Airport,42.04499817,-103.9660034,US,Nebraska,NE,Morrill,52NE
07AR,small_airport,Morrilton Airport,35.194339,-92.802473,US,Arkansas,AR,Morrilton,07AR
LL39,small_airport,Curanda Airport,41.25749969,-88.47779846,US,Illinois,IL,Morris,LL39
US-0500,small_airport,Nettle Creek Landings Airport,41.432067,-88.522472,US,Illinois,IL,Morris,IL68
21NK,small_airport,Don Kichote-Quixote Airport,42.552799,-75.191102,US,New York,NY,Morris,21NK
PN0,small_airport,Echo Airport,41.54029846,-77.30639648,US,Pennsylvania,PA,Morris,PN0
66TN,small_airport,Basham Field,35.523383,-85.846472,US,Tennessee,TN,Morrison,66TN
4LL9,small_airport,Alan B. Janssen Airport,39.34370041,-89.42369843,US,Illinois,IL,Morrisonville,4LL9
NY97,small_airport,Northway Airport,44.66669846,-73.56620026,US,New York,NY,Morrisonville,NY97
WN85,small_airport,Morrisonville International Airport,43.27470016,-89.35040283,US,Wisconsin,WI,Morrisonville,WN85
FA30,small_airport,Redtail Airstrip,29.2791996,-82.5,US,Florida,FL,Morriston,FA30
0AZ5,small_airport,Castle Well Airport,33.865944,-112.603265,US,Arizona,AZ,Morristown,0AZ5
12AZ,small_airport,Ranta Strip,33.853901,-112.653001,US,Arizona,AZ,Morristown,12AZ
AZ28,small_airport,Thunder Ridge Airpark,33.821499,-112.572998,US,Arizona,AZ,Morristown,AZ28
AZ32,small_airport,Roesner Ranch Airport,33.84749985,-112.5879974,US,Arizona,AZ,Morristown,AZ32
US-1716,small_airport,Liberty Haven Airport,33.87635,-112.6315,US,Arizona,AZ,Morristown,
US-4000,small_airport,Ogden Field,33.83077,-112.63003,US,Arizona,AZ,Morristown,
VT64,small_airport,Mountain View Farm Airport,44.51530075,-72.6411972,US,Vermont,VT,Morristown,VT64
VT42,small_airport,Two Tails Airport,44.51259995,-72.60710144,US,Vermont,VT,Morrisville,VT42
VT44,small_airport,Perras Field,44.52669907,-72.58149719,US,Vermont,VT,Morrisville,VT44
0LS6,small_airport,Dufour Airport,30.78770065,-92.05039978,US,Louisiana,LA,Morrow,0LS6
1LA5,small_airport,Morrow Strip,30.79920006,-92.05970001,US,Louisiana,LA,Morrow,1LA5
1OA6,small_airport,Frith Airport,39.33620071,-84.04579926,US,Ohio,OH,Morrow,1OA6
OA12,small_airport,Buena Vista Farm Airport,39.33440018,-84.06999969,US,Ohio,OH,Morrow,OA12
OH95,small_airport,Maplewood Orchard Airport,39.38420105,-84.16829681,US,Ohio,OH,Morrow,OH95
US-6119,small_airport,Lewis Flying Services Airport,30.12122,-92.48135,US,Louisiana,LA,Morse,
US-6224,small_airport,Nickel Airport,30.08537,-92.4874,US,Louisiana,LA,Morse,
NE43,small_airport,Musiel Airport,41.43970108,-96.7542038,US,Nebraska,NE,Morse Bluff,NE43
56MN,small_airport,Lothert's Farm Strip,44.64550018,-94.96140289,US,Minnesota,MN,Morton,56MN
KF85,small_airport,Cochran County Airport,33.72930145,-102.7340012,US,Texas,TX,Morton,F85
39P,small_airport,Strom Field,46.5504,-122.266998,US,Washington,WA,Morton,39P
24KY,small_airport,Williams Farm Airport,37.21670151,-87.43060303,US,Kentucky,KY,Mortons Gap,24KY
09ID,small_airport,Taylor Ranch Landing Area Airport,45.10390091,-114.8550034,US,Idaho,ID,Moscow,09ID
ID60,small_airport,Fountains Airport,46.71319962,-116.9970016,US,Idaho,ID,Moscow,ID60
SN97,small_airport,Brollier Airport,37.32640076,-101.197998,US,Kansas,KS,Moscow,SN97
6PA6,small_airport,Air Haven Airport,41.35010147,-75.48300171,US,Pennsylvania,PA,Moscow,6PA6
4TN3,small_airport,Hawks Nest Airport,35.11830139,-89.36779785,US,Tennessee,TN,Moscow,4TN3
MO59,small_airport,K & N Field,38.91450119,-90.90010071,US,Missouri,MO,Moscow Mills,MO59
W20,small_airport,Moses Lake Municipal Airport,47.14199829,-119.237999,US,Washington,WA,Moses Lake,W20
8TN4,small_airport,Flaglor Airport,36.24470139,-82.96890259,US,Tennessee,TN,Mosheim,8TN4
56WI,small_airport,Jaks Field,44.77339935,-89.59369659,US,Wisconsin,WI,Mosinee,56WI
WS16,small_airport,Scherrico Meadows Airport,44.84719849,-89.80149841,US,Wisconsin,WI,Mosinee,WS16
US-5166,small_airport,Maguire Field,44.79175,-89.888706,US,Wisconsin,WI,Mosinee,WI53
87WS,small_airport,Valhalla Airport,44.840956,-89.760461,US,Wisconsin,WI,Mosinee,87WS
N01,heliport,Mosquero Emergency Services Heliport,35.782444,-103.958028,US,New Mexico,NM,Mosquero,N01
18MN,small_airport,Hines Farm Airport,46.23720169,-94.5931015,US,Minnesota,MN,Motley,18MN
K3P3,small_airport,Mott Municipal Airport,46.35969925,-102.322998,US,North Dakota,ND,Mott,3P3
AL34,small_airport,Elam's Landing Airport,34.446999,-87.386101,US,Alabama,AL,Moulton,AL34
09GA,small_airport,Sunbelt Strip,31.120995,-83.67063,US,Georgia,GA,Moultrie,09GA
4MO7,small_airport,Crop Care Airport,40.14139938,-95.24079895,US,Missouri,MO,Mound City,4MO7
26OK,small_airport,Duck Creek Airport,35.882198,-96.004402,US,Oklahoma,OK,Mounds,OK36
2OK4,small_airport,Ragwing Acres Airport,35.81679916,-96.05860138,US,Oklahoma,OK,Mounds,2OK4
54OK,small_airport,Ambassador Ultralightport,35.86949921,-96.03500366,US,Oklahoma,OK,Mounds,54OK
OK13,small_airport,Erroport Airport,35.84579849,-95.97109985,US,Oklahoma,OK,Mounds,OK13
US-0968,small_airport,Merrill Ranch Ultralight Flightpark,35.895353,-96.026122,US,Oklahoma,OK,Mounds,01OK
US-3854,small_airport,Bethesda Airport,35.91013,-96.042259,US,Oklahoma,OK,Mounds,
OL35,small_airport,Aviation Acres Airport,35.860129,-96.082036,US,Oklahoma,OK,Mounds,OL35
L44,small_airport,Moundville Airport,32.96820068,-87.64060211,US,Alabama,AL,Moundville,L44
0MD6,small_airport,Walters Airport,39.38119888,-77.10579681,US,Maryland,MD,Mount Airy,0MD6
05IS,small_airport,Hardy Airport,39.72589874,-89.26399994,US,Illinois,IL,Mount Auburn,05IS
1Y3,small_airport,Judge Lewis Field Mt Ayr Municipal Airport,40.70550156,-94.22380066,US,Iowa,IA,Mount Ayr,1Y3
5LL0,small_airport,Beckerman Field,38.40840149,-87.83750153,US,Illinois,IL,Mount Carmel,5LL0
LL07,small_airport,Herb Tautz Airport,42.06258,-89.968114,US,Illinois,IL,Mount Carroll,LL07
NR02,small_airport,Jordan Field,35.237778,-79.995556,US,North Carolina,NC,Mount Gilead,NR02
OI28,small_airport,Lanker Airport,40.58390045,-82.6792984,US,Ohio,OH,Mount Gilead,OI28
US-4008,small_airport,Isabel Valley Airport,37.323542,-121.538959,US,California,CA,Mount Hamilton,
37WI,small_airport,Docken Field,42.99110031,-89.75350189,US,Wisconsin,WI,Mount Horeb,37WI
US-0710,small_airport,Walnut Grove Airport,40.093043,-76.493138,US,Pennsylvania,PA,Mount Joy,19PN
C55,small_airport,Ogle County Airport,42.0373,-89.392899,US,Illinois,IL,Mount Morris,C55
68NY,small_airport,Merrimac Farms Airport,42.75009918,-77.7838974,US,New York,NY,Mount Morris,68NY
NY70,small_airport,Scott'S Sky Ranch Airport,42.648889,-77.920278,US,New York,NY,Mount Morris,NY70
OA10,small_airport,Bernie's Airport,39.00859833,-83.90920258,US,Ohio,OH,Mount Orab,OA10
OH96,small_airport,Neals Airport,39.03359985,-83.88610077,US,Ohio,OH,Mount Orab,OH96
MI44,small_airport,D J Airport,43.67229843,-84.73670197,US,Michigan,MI,Mount Pleasant,MI44
US-4617,small_airport,West Airport,35.429444,-80.450277,US,North Carolina,NC,Mount Pleasant,62NR
9NR4,small_airport,Wolf Pit Airport,35.355102,-80.431461,US,North Carolina,NC,Mount Pleasant,9NR4
P45,small_airport,Mount Pleasant/Scottdale Airport,40.10839844,-79.54139709,US,Pennsylvania,PA,Mount Pleasant,P45
SC65,small_airport,Raven's Run Airport,32.82379913,-79.80670166,US,South Carolina,SC,Mount Pleasant,SC65
XS70,small_airport,Glover Airport,33.13460159,-95.01799774,US,Texas,TX,Mount Pleasant,XS70
US-5207,small_airport,Woolf Hollow Airport,39.56481,-111.38121,US,Utah,UT,Mount Pleasant,
US-1158,small_airport,Echols Field,38.334444,-79.160555,US,Virginia,VA,Mount Solon,16VA
77KY,small_airport,One Oak Airport,38.11119843,-83.87349701,US,Kentucky,KY,Mount Sterling/Owingsville,77KY
88NC,small_airport,Corriher Field,35.6325,-80.685303,US,North Carolina,NC,Mount Ulla,88NC
03II,small_airport,Davis Field Ultralightport,37.9620018,-87.77890015,US,Indiana,IN,Mount Vernon,03II
0IN9,small_airport,Parrish Airport,37.99309921,-87.95140076,US,Indiana,IN,Mount Vernon,0IN9
22II,small_airport,Lewis Airport,37.91699982,-87.76110077,US,Indiana,IN,Mount Vernon,22II
59II,small_airport,Posey Patch Ultralightport,37.9039,-87.790298,US,Indiana,IN,Mount Vernon,IN3
7II3,small_airport,Schroeder Private Airport,38.0033989,-87.75640106,US,Indiana,IN,Mount Vernon,7II3
II84,small_airport,Hilakos Airport,37.93199921,-87.77140045,US,Indiana,IN,Mount Vernon,II84
IN23,small_airport,Zeller Elev County Airport,37.90840149,-87.75839996,US,Indiana,IN,Mount Vernon,IN23
77MO,small_airport,Springhill Airport,37.09030151,-93.76940155,US,Missouri,MO,Mount Vernon,77MO
US-2018,small_airport,Putnams Airfield,45.06203,-120.18409,US,Oregon,OR,Mount Vernon,
2SD4,small_airport,Nicolaisen Airport,43.68330002,-98.26529694,US,South Dakota,SD,Mount Vernon,2SD4
2WI7,small_airport,Hecklers' Strip,42.96969986,-89.66539764,US,Wisconsin,WI,Mount Vernon,2WI7
1NA0,small_airport,Bohn Airstrip,48.73220062,-97.88950348,US,North Dakota,ND,Mountain,1NA0
NV08,small_airport,Petan Ranch Airport,41.73799896,-116.2160034,US,Nevada,NV,Mountain City,NV08
US-4101,small_airport,Byington Ranch Airport,41.73971,-115.97895,US,Nevada,NV,Mountain City,
22MO,small_airport,Belly Acres Ranch Airport,37.26119995,-92.3667984,US,Missouri,MO,Mountain Grove,22MO
MO80,small_airport,Oak Ridge Airpark,37.160598,-92.323501,US,Missouri,MO,Mountain Grove,MO80
0ID3,small_airport,Coyote Run Airport,43.07580185,-115.6729965,US,Idaho,ID,Mountain Home,0ID3
4TS5,small_airport,Goebel Field,30.22190094,-99.49839783,US,Texas,TX,Mountain Home,4TS5
64TE,small_airport,Apache Springs Airport,30.159034,-99.337209,US,Texas,TX,Mountain Home,64TE
84XS,small_airport,Lang Ranch Airport,30.255,-99.398889,US,Texas,TX,Mountain Home,84XS
87TA,small_airport,Cielo Grande Ranch Airport,30.18910027,-99.26979828,US,Texas,TX,Mountain Home,87TA
XS20,small_airport,Dos Arroyos Ranch Airport,30.15410042,-99.29779816,US,Texas,TX,Mountain Home,XS20
XS22,small_airport,Y O Ranch Airport,30.205402,-99.676123,US,Texas,TX,Mountain Home,XS22
XS23,small_airport,Priour Ranch Airport,30.12660027,-99.47119904,US,Texas,TX,Mountain Home,XS23
