ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code,class
KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.656601,-114.606003,US,Arizona,AZ,Yuma,NYL,Military
KSPS,medium_airport,Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.491898,US,Texas,TX,Wichita Falls,SPS,Military
KSKF,medium_airport,Lackland Air Force Base,29.38419914,-98.58110046,US,Texas,TX,San Antonio,SKF,Military
PAED,medium_airport,Elmendorf Air Force Base,61.251709,-149.807097,US,Alaska,AK,Anchorage,EDF,Military
KFFO,medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,US,Ohio,OH,Dayton,FFO,Military
KSUU,medium_airport,Travis Air Force Base,38.262699,-121.927002,US,California,CA,Fairfield,SUU,Military
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,US,Arizona,AZ,Fort Huachuca / Sierra Vista,FHU,Military
KLSV,medium_airport,Nellis Air Force Base,36.23619843,-115.0339966,US,Nevada,NV,Las Vegas,LSV,Military
KTCM,medium_airport,McChord Air Force Base,47.137699,-122.475998,US,Washington,WA,Tacoma,TCM,Military
KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,US,California,CA,San Diego,NKX,Military
KNZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,US,California,CA,San Diego,NZY,Military
KDOV,medium_airport,Dover Air Force Base,39.129501,-75.466003,US,Delaware,DE,Dover,DOV,Military
KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,US,North Carolina,NC,Elizabeth City,ECG,Military
KDMA,medium_airport,Davis Monthan Air Force Base,32.16650009,-110.8830032,US,Arizona,AZ,Tucson,DMA,Military
KGRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,US,Texas,TX,Killeen,GRK,Military
KNPA,medium_airport,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,US,Florida,FL,Pensacola,NPA,Military
KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,US,Florida,FL,Jacksonville,NIP,Military
KMCF,medium_airport,Mac Dill Air Force Base,27.8493,-82.521202,US,Florida,FL,Tampa,MCF,Military
KLRF,medium_airport,Little Rock Air Force Base,34.91690063,-92.14969635,US,Arkansas,AR,Jacksonville,LRF,Military
KCOF,medium_airport,Patrick Air Force Base,28.23489952,-80.61009979,US,Florida,FL,Cocoa Beach,COF,Military
KTIK,medium_airport,Tinker Air Force Base,35.4147,-97.386597,US,Oklahoma,OK,Oklahoma City,TIK,Military
KIAB,medium_airport,Mc Connell Air Force Base,37.62189865,-97.26820374,US,Kansas,KS,Wichita,IAB,Military
KNGP,medium_airport,Corpus Christi Naval Air Station/Truax Field,27.69260025,-97.29109955,US,Texas,TX,Corpus Christi,NGP,Military
KOFF,medium_airport,Offutt Air Force Base,41.11830139,-95.91249847,US,Nebraska,NE,Omaha,OFF,Military
KNQX,medium_airport,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,US,Florida,FL,Key West,NQX,Military
KEDW,medium_airport,Edwards Air Force Base,34.905399,-117.884003,US,California,CA,Edwards,EDW,Military
KMIB,medium_airport,Minot Air Force Base,48.4156,-101.358002,US,North Dakota,ND,Minot,MIB,Military
KWRI,medium_airport,Mc Guire Air Force Base,40.0155983,-74.59169769,US,New Jersey,NJ,Wrightstown,WRI,Military
KBIX,medium_airport,Keesler Air Force Base,30.41040039,-88.92440033,US,Mississippi,MS,Biloxi,BIX,Military
KLSF,medium_airport,Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249,US,Georgia,GA,Fort Benning(Columbus),LSF,Military
PAEI,medium_airport,Eielson Air Force Base,64.66570282,-147.102005,US,Alaska,AK,Fairbanks,EIL,Military
KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,US,Texas,TX,Abilene,DYS,Military
KLTS,medium_airport,Altus Air Force Base,34.667099,-99.266701,US,Oklahoma,OK,Altus,LTS,Military
KBAD,medium_airport,Barksdale Air Force Base,32.501801,-93.662697,US,Louisiana,LA,Bossier City,BAD,Military
KDLF,medium_airport,Laughlin Air Force Base,29.359501,-100.778002,US,Texas,TX,Del Rio,DLF,Military
KLFI,medium_airport,Langley Air Force Base,37.082901,-76.360497,US,Virginia,VA,Hampton,LFI,Military
KPAM,medium_airport,Tyndall Air Force Base,30.069599,-85.575401,US,Florida,FL,Panama City,PAM,Military
KSKA,medium_airport,Fairchild Air Force Base,47.615101,-117.655998,US,Washington,WA,Spokane,SKA,Military
KWRB,medium_airport,Robins Air Force Base,32.640099,-83.591904,US,Georgia,GA,Warner Robins,WRB,Military
KRCA,medium_airport,Ellsworth Air Force Base,44.14500046,-103.1039963,US,South Dakota,SD,Rapid City,RCA,Military
KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),34.12030029,-119.1210022,US,California,CA,Point Mugu,NTD,Military
KSVN,medium_airport,Hunter Army Air Field,32.00999832,-81.14569855,US,Georgia,GA,Savannah,SVN,Military
KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,US,Texas,TX,Fort Bliss/El Paso,BIF,Military
KNDZ,medium_airport,Whiting Field Naval Air Station South Airport,30.70439911,-87.02300262,US,Florida,FL,Milton,NDZ,Military
KHMN,medium_airport,Holloman Air Force Base,32.852501,-106.107002,US,New Mexico,NM,Alamogordo,HMN,Military
KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,US,New Mexico,NM,Clovis,CVS,Military
KCBM,medium_airport,Columbus Air Force Base,33.643799,-88.443802,US,Mississippi,MS,Columbus,CBM,Military
KLUF,medium_airport,Luke Air Force Base,33.535,-112.383003,US,Arizona,AZ,Glendale,LUF,Military
KRND,medium_airport,Randolph Air Force Base,29.529699,-98.2789,US,Texas,TX,Universal City,RND,Military
KHIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,US,Utah,UT,Ogden,HIF,Military
KRDR,medium_airport,Grand Forks Air Force Base,47.96110153,-97.40119934,US,North Dakota,ND,Grand Forks,RDR,Military
KSLI,medium_airport,Los Alamitos Army Air Field,33.79000092,-118.052002,US,California,CA,Los Alamitos,SLI,Military
KEND,medium_airport,Vance Air Force Base,36.339199,-97.916496,US,Oklahoma,OK,Enid,END,Military
KSSC,medium_airport,Shaw Air Force Base,33.972698,-80.470596,US,South Carolina,SC,Sumter,SSC,Military
KMXF,medium_airport,Maxwell Air Force Base,32.3829,-86.365799,US,Alabama,AL,Montgomery,MXF,Military
KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,US,North Carolina,NC,Fort Bragg,FBG,Military
KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,US,California,CA,Lemoore,NLC,Military
KNUW,medium_airport,Whidbey Island Naval Air Station (Ault Field),48.351799,-122.655998,US,Washington,WA,Oak Harbor,NUW,Military
KNHK,medium_airport,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797,US,Maryland,MD,Patuxent River,NHK,Military
KNTU,medium_airport,Oceana Naval Air Station,36.820702,-76.033501,US,Virginia,VA,Virginia Beach,NTU,Military
KMUO,medium_airport,Mountain Home Air Force Base,43.043598,-115.872002,US,Idaho,ID,Mountain Home,MUO,Military
KGRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,US,Washington,WA,Fort Lewis/Tacoma,GRF,Military
KNQI,medium_airport,Kingsville Naval Air Station,27.50720024,-97.80970001,US,Texas,TX,Kingsville,NQI,Military
KESF,medium_airport,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,US,Louisiana,LA,Alexandria,ESF,Military
PABI,medium_airport,Allen Army Airfield,63.99449921,-145.7220001,US,Alaska,AK,Delta Junction Ft Greely,BIG,Military
KNFL,medium_airport,Fallon Naval Air Station,39.41659927,-118.7009964,US,Nevada,NV,Fallon,NFL,Military
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,US,Oklahoma,OK,Fort Sill,FSI,Military
KGSB,medium_airport,Seymour Johnson Air Force Base,35.339401,-77.960602,US,North Carolina,NC,Goldsboro,GSB,Military
KSZL,medium_airport,Whiteman Air Force Base,38.730301,-93.547897,US,Missouri,MO,Knob Noster,SZL,Military
KVBG,medium_airport,Vandenberg Air Force Base,34.737301,-120.584,US,California,CA,Lompoc,VBG,Military
KBAB,medium_airport,Beale Air Force Base,39.136101,-121.436996,US,California,CA,Marysville,BAB,Military
KGTB,medium_airport,Wheeler Sack Army Air Field,44.05559921,-75.71949768,US,New York,NY,Fort Drum,GTB,Military
KVAD,medium_airport,Moody Air Force Base,30.96780014,-83.19300079,US,Georgia,GA,Valdosta,VAD,Military
KDAA,medium_airport,Davison Army Air Field,38.71500015,-77.18099976,US,Virginia,VA,Fort Belvoir,DAA,Military
KFAF,medium_airport,Felker Army Air Field,37.13249969,-76.6088028,US,Virginia,VA,Fort Eustis,FAF,Military
KHLR,medium_airport,Hood Army Air Field,31.1387,-97.7145,US,Texas,TX,Fort Hood,HLR,Military
KNSE,medium_airport,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,US,Florida,FL,Milton,NSE,Military
KHUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,US,Alabama,AL,Redstone Arsnl Huntsville,HUA,Military
KNMM,medium_airport,Meridian Naval Air Station,32.55210114,-88.55560303,US,Mississippi,MS,Meridian,NMM,Military
KAPG,medium_airport,Phillips Army Air Field,39.466202,-76.1688,US,Maryland,MD,Aberdeen Proving Grounds(Aberdeen),APG,Military
KMUI,medium_airport,Muir Army Air Field (Fort Indiantown Gap) Airport,40.434799,-76.569397,US,Pennsylvania,PA,Fort Indiantown Gap(Annville),MUI,Military
KFTK,medium_airport,Godman Army Air Field,37.90710068,-85.9720993,US,Kentucky,KY,Fort Knox,FTK,Military
KFRI,medium_airport,Marshall Army Air Field,39.053021,-96.764202,US,Kansas,KS,Fort Riley (Junction City),FRI,Military
PHIK,medium_airport,Hickam Air Force Base,21.335278,-157.948333,US,Hawaii,HI,Honolulu,HIK,Military
PAPC,medium_airport,Port Clarence Coast Guard Station,65.25370026,-166.8589935,US,Alaska,AK,Port Clarence,KPC,Military
KNYG,medium_airport,Quantico Marine Corps Airfield / Turner Field,38.501701,-77.305298,US,Virginia,VA,Quantico,NYG,Military
KBYS,medium_airport,Bicycle Lake Army Air Field,35.2804985,-116.6299973,US,California,CA,Fort Irwin/Barstow,BYS,Military
KPOE,medium_airport,Polk Army Air Field,31.0447998,-93.1917038,US,Louisiana,LA,Fort Polk,POE,Military
US-0254,medium_airport,Yuma Auxiliary Army Airfield 2,32.547501,-114.511786,US,Arizona,AZ,Yuma,,Military
KLHW,small_airport,MidCoast Regional Airport at Wright Army Airfield,31.891237,-81.561003,US,Georgia,GA,Hinesville,LHW,Military
PHHI,small_airport,Wheeler Army Airfield,21.481637,-158.037048,US,Hawaii,HI,Wahiawa,HHI,Military
KBKT,small_airport,Allen C Perkinson Blackstone Army Air Field,37.07419968,-77.95749664,US,Virginia,VA,Blackstone,BKT,Military
PHSF,small_airport,Bradshaw Army Airfield,19.760099,-155.554001,US,Hawaii,HI,Waimea (Kamuela),BSF,Military
KGOV,small_airport,Grayling Army Air Field,44.68030167,-84.72889709,US,Michigan,MI,Grayling,GOV,Military
KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,US,Massachusetts,MA,Falmouth,FMH,Military
KFLV,small_airport,Sherman Army Air Field,39.36830139,-94.91470337,US,Kansas,KS,Fort Leavenworth,FLV,Military
KRYM,small_airport,Ray S Miller Army Air Field,46.09120178,-94.36049652,US,Minnesota,MN,Camp Ripley,RYM,Military
KRBM,small_airport,Robinson Army Air Field,34.85010147,-92.30020142,US,Arkansas,AR,Camp Robinson/Little Rock,RBM,Military
PAAM,small_airport,Driftwood Bay Air Force Station Airport,53.97294998,-166.8584595,US,Alaska,AK,Dutch Harbor,AK23,Military
KGBN,small_airport,Gila Bend Air Force Auxiliary Airport,32.887501,-112.720001,US,Arizona,AZ,Gila Bend,GXF,Military
KINS,small_airport,Creech Air Force Base,36.58720016,-115.6729965,US,Nevada,NV,Indian Springs,INS,Military
17NR,small_airport,Zombie Air Force Airport,34.78325,-78.577008,US,North Carolina,NC,Ammon,17NR,Military
12NC,small_airport,Atlantic Field Marine Corps Outlying Field,34.892099,-76.349029,US,North Carolina,NC,Atlantic,12NC,Military
KAGR,small_airport,MacDill Air Force Base Auxiliary Field,27.65060043,-81.34940338,US,Florida,FL,Avon Park,AGR,Military
US-6769,small_airport,Bemiss Auxiliary Army Airfield,30.9506,-83.14866,US,Georgia,GA,Bemiss,,Military
K2CB,small_airport,Camp Blanding Army Air Field/NG Airfield,29.95249939,-81.97969818,US,Florida,FL,Camp Blanding Mil Res(Starke),2CB,Military
K3G5,small_airport,Dawson Army Air Field,39.45009995,-79.66639709,US,West Virginia,WV,Camp Dawson (Kingwood),3G5,Military
KEDG,small_airport,Weide (Aberdeen Proving Ground) Army Heliport,39.391602,-76.2911,US,Maryland,MD,Edgewood Arsenal,EDG,Military
MT15,small_airport,Fort Harrison Army Airfield,46.624651,-112.110927,US,Montana,MT,Helena,MT15,Military
KAHC,small_airport,Amedee Army Air Field,40.26620102,-120.1529999,US,California,CA,Herlong,AHC,Military
KHFF,small_airport,Mackall Army Air Field,35.036087,-79.498615,US,North Carolina,NC,Hoffman,HFF,Military
2AK8,small_airport,Icy Cape Air Force Station Airport,70.293545,-161.907151,US,Alaska,AK,Icy Cape,2AK8,Military
KXNO,small_airport,North Air Force Auxillary Airfield,33.609355,-81.08328,US,South Carolina,SC,North,XNO,Military
13NC,small_airport,Oak Grove Marine Corps Outlying Field,35.025006,-77.255945,US,North Carolina,NC,Pollocksville,13NC,Military
KSEQ,small_airport,Randolph Air Force Base Auxiliary Airport,29.56579971,-97.90830231,US,Texas,TX,Seguin,SEQ,Military
1MS8,small_airport,Columbus Air Force Base Aux Field Airfield,32.94010162,-88.57920074,US,Mississippi,MS,Shuqualak,1MS8,Military
K95E,small_airport,Stallion Army Air Field,33.814598,-106.643715,US,New Mexico,NM,Socorro,95E,Military
KAYX,small_airport,Arnold Air Force Base,35.39260101,-86.08580017,US,Tennessee,TN,Tullahoma,AYX,Military
KWSD,small_airport,Condron Army Air Field,32.34149933,-106.4029999,US,New Mexico,NM,White Sands,WSD,Military
KLGF,small_airport,Laguna Army Airfield,32.86000061,-114.3970032,US,Arizona,AZ,Yuma Proving Ground(Yuma),LGF,Military
KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,US,California,CA,Los Angeles,LAX,Civillian
KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,US,Illinois,IL,Chicago,ORD,Civillian
KJFK,large_airport,John F Kennedy International Airport,40.639801,-73.7789,US,New York,NY,New York,JFK,Civillian
KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,US,Georgia,GA,Atlanta,ATL,Civillian
KSFO,large_airport,San Francisco International Airport,37.61899948,-122.375,US,California,CA,San Francisco,SFO,Civillian
KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,US,Texas,TX,Dallas-Fort Worth,DFW,Civillian
KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,US,New Jersey,NJ,New York,EWR,Civillian
KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,US,Nevada,NV,Las Vegas,LAS,Civillian
KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,US,Florida,FL,Orlando,MCO,Civillian
KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,US,Colorado,CO,Denver,DEN,Civillian
KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,US,New York,NY,New York,LGA,Civillian
KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,US,Florida,FL,Miami,MIA,Civillian
KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,US,Virginia,VA,"Washington, DC",IAD,Civillian
KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,US,Arizona,AZ,Phoenix,PHX,Civillian
KBOS,large_airport,Logan International Airport,42.3643,-71.005203,US,Massachusetts,MA,Boston,BOS,Civillian
KSEA,large_airport,Seattle Tacoma International Airport,47.449001,-122.308998,US,Washington,WA,Seattle,SEA,Civillian
KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,US,Pennsylvania,PA,Philadelphia,PHL,Civillian
KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,US,Texas,TX,Houston,IAH,Civillian
KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,US,North Carolina,NC,Charlotte,CLT,Civillian
KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,US,Michigan,MI,Detroit,DTW,Civillian
KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,US,District of Columbia,DC,Washington,DCA,Civillian
KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,US,Minnesota,MN,Minneapolis,MSP,Civillian
KSLC,large_airport,Salt Lake City International Airport,40.785749,-111.979746,US,Utah,UT,Salt Lake City,SLC,Civillian
KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,US,Illinois,IL,Chicago,MDW,Civillian
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,US,Florida,FL,Fort Lauderdale,FLL,Civillian
KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,US,California,CA,San Diego,SAN,Civillian
KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,US,Maryland,MD,Baltimore,BWI,Civillian
KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,US,Missouri,MO,St Louis,STL,Civillian
PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,US,Hawaii,HI,Honolulu,HNL,Civillian
KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,US,Oregon,OR,Portland,PDX,Civillian
KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,US,Louisiana,LA,New Orleans,MSY,Civillian
KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,US,Kentucky,KY,Cincinnati / Covington,CVG,Civillian
KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,US,Florida,FL,Tampa,TPA,Civillian
KBNA,large_airport,Nashville International Airport,36.12450027,-86.67819977,US,Tennessee,TN,Nashville,BNA,Civillian
KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,US,Pennsylvania,PA,Pittsburgh,PIT,Civillian
KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,US,Texas,TX,Austin,AUS,Civillian
KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,US,California,CA,San Jose,SJC,Civillian
KRDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,US,North Carolina,NC,Raleigh/Durham,RDU,Civillian
KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,US,California,CA,Oakland,OAK,Civillian
KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,US,Texas,TX,San Antonio,SAT,Civillian
KMEM,large_airport,Memphis International Airport,35.04240036,-89.97669983,US,Tennessee,TN,Memphis,MEM,Civillian
KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,US,Missouri,MO,Kansas City,MCI,Civillian
KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,US,Ohio,OH,Cleveland,CLE,Civillian
KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,US,Indiana,IN,Indianapolis,IND,Civillian
KMKE,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,US,Wisconsin,WI,Milwaukee,MKE,Civillian
KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,US,Ohio,OH,Columbus,CMH,Civillian
KJAX,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,US,Florida,FL,Jacksonville,JAX,Civillian
KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,US,New York,NY,Buffalo,BUF,Civillian
PANC,large_airport,Ted Stevens Anchorage International Airport,61.1744,-149.996002,US,Alaska,AK,Anchorage,ANC,Civillian
KSMF,large_airport,Sacramento International Airport,38.69540024,-121.5910034,US,California,CA,Sacramento,SMF,Civillian
KPBI,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,US,Florida,FL,West Palm Beach,PBI,Civillian
KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,US,Rhode Island,RI,Providence,PVD,Civillian
KRNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,US,Nevada,NV,Reno,RNO,Civillian
KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,US,Kentucky,KY,Louisville,SDF,Civillian
KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,US,Georgia,GA,Savannah,SAV,Civillian
KRIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,US,Virginia,VA,Richmond,RIC,Civillian
KONT,large_airport,Ontario International Airport,34.05599976,-117.6009979,US,California,CA,Ontario,ONT,Civillian
KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,US,Florida,FL,Fort Myers,RSW,Civillian
KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,US,New York,NY,Syracuse,SYR,Civillian
KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,US,Oklahoma,OK,Tulsa,TUL,Civillian
KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,US,Maine,ME,Portland,PWM,Civillian
KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,US,Florida,FL,Orlando,SFB,Civillian
KCMA,large_airport,Camarillo International Airport,34.213699,-119.094002,US,California,CA,Camarillo,CMA,Civillian
PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,US,Alaska,AK,Fairbanks,FAI,Civillian
KADW,large_airport,Joint Base Andrews,38.810799,-76.866997,US,Maryland,MD,Camp Springs,ADW,Civillian
US-6372,large_airport,CLICK HERE TO APPLY FOR URGENT LOAN,42.287191,68.90625,US,Kansas,KS,,,Civillian
US-6373,large_airport,CLICK HERE TO APPLY FOR URGENT LOAN,42.287191,68.90625,US,Kansas,KS,,,Civillian
US-6374,large_airport,CLICK HERE TO APPLY FOR URGENT LOAN,42.287191,68.90625,US,Kansas,KS,,,Civillian
US-6375,large_airport,CLICK HERE TO APPLY FOR URGENT LOAN,42.287191,68.90625,US,Kansas,KS,,,Civillian
KSNA,medium_airport,John Wayne Airport-Orange County Airport,33.675701,-117.867996,US,California,CA,Santa Ana,SNA,Civillian
KHOU,medium_airport,William P Hobby Airport,29.645399,-95.2789,US,Texas,TX,Houston,HOU,Civillian
KDAL,medium_airport,Dallas Love Field,32.847099,-96.851799,US,Texas,TX,Dallas,DAL,Civillian
KABQ,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,US,New Mexico,NM,Albuquerque,ABQ,Civillian
KTUS,medium_airport,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,US,Arizona,AZ,Tucson,TUS,Civillian
KBDL,medium_airport,Bradley International Airport,41.93851,-72.688066,US,Connecticut,CT,Hartford,BDL,Civillian
KOKC,medium_airport,Will Rogers World Airport,35.393101,-97.6007,US,Oklahoma,OK,Oklahoma City,OKC,Civillian
KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,US,Texas,TX,El Paso,ELP,Civillian
PHOG,medium_airport,Kahului Airport,20.898543,-156.431212,US,Hawaii,HI,Kahului,OGG,Civillian
KBUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,US,California,CA,Burbank,BUR,Civillian
KOMA,medium_airport,Eppley Airfield,41.3032,-95.894096,US,Nebraska,NE,Omaha,OMA,Civillian
KORF,medium_airport,Norfolk International Airport,36.8946,-76.201202,US,Virginia,VA,Norfolk,ORF,Civillian
KCHS,medium_airport,Charleston International Airport,32.898602,-80.040497,US,South Carolina,SC,Charleston,CHS,Civillian
KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.817699,-118.152,US,California,CA,Long Beach,LGB,Civillian
KBHM,medium_airport,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,US,Alabama,AL,Birmingham,BHM,Civillian
KBOI,medium_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,Idaho,ID,Boise,BOI,Civillian
KALB,medium_airport,Albany International Airport,42.74829865,-73.80169678,US,New York,NY,Albany,ALB,Civillian
KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,US,New York,NY,White Plains,HPN,Civillian
PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,US,Hawaii,HI,Kailua-Kona,KOA,Civillian
KOSH,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,US,Wisconsin,WI,Oshkosh,OSH,Civillian
KGEG,medium_airport,Spokane International Airport,47.6199,-117.533997,US,Washington,WA,Spokane,GEG,Civillian
KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,US,Ohio,OH,Dayton,DAY,Civillian
KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,US,Michigan,MI,Grand Rapids,GRR,Civillian
KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,US,Iowa,IA,Des Moines,DSM,Civillian
KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,US,Arkansas,AR,Little Rock,LIT,Civillian
KICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,US,Kansas,KS,Wichita,ICT,Civillian
KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,US,Wisconsin,WI,Madison,MSN,Civillian
KCOS,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,US,Colorado,CO,Colorado Springs,COS,Civillian
KROC,medium_airport,Greater Rochester International Airport,43.1189,-77.672401,US,New York,NY,Rochester,ROC,Civillian
KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,US,New Hampshire,NH,Manchester,MHT,Civillian
KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,US,California,CA,Palm Springs,PSP,Civillian
KTYS,medium_airport,McGhee Tyson Airport,35.811001,-83.994003,US,Tennessee,TN,Knoxville,TYS,Civillian
KSBA,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,US,California,CA,Santa Barbara,SBA,Civillian
KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,US,Florida,FL,Pensacola,PNS,Civillian
KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,US,Vermont,VT,South Burlington,BTV,Civillian
KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,US,Florida,FL,Key West,EYW,Civillian
KTLH,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,US,Florida,FL,Tallahassee,TLH,Civillian
KBFI,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,US,Washington,WA,Seattle,BFI,Civillian
KGSO,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,US,North Carolina,NC,Greensboro,GSO,Civillian
KGSP,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,US,South Carolina,SC,Greer,GSP,Civillian
KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,US,Kentucky,KY,Lexington,LEX,Civillian
KMRY,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,US,California,CA,Monterey,MRY,Civillian
